secret,success,attempts,policy,use_hints
gesso,True,4,ADJ-HEUR,True
manda,True,4,ADJ-HEUR,True
butim,True,4,ADJ-HEUR,True
hidno,True,4,ADJ-HEUR,True
visma,True,5,ADJ-HEUR,True
musgu,True,4,ADJ-HEUR,True
ofurô,True,3,ADJ-HEUR,True
hexil,True,4,ADJ-HEUR,True
nifão,True,4,ADJ-HEUR,True
genro,True,4,ADJ-HEUR,True
hesse,True,5,ADJ-HEUR,True
arfur,True,5,ADJ-HEUR,True
galha,True,6,ADJ-HEUR,True
aritá,True,2,ADJ-HEUR,True
elebó,True,3,ADJ-HEUR,True
igbim,True,4,ADJ-HEUR,True
nyhan,False,10,RAND,False
vazar,False,10,RAND,False
hélio,False,10,RAND,False
nócio,False,10,RAND,False
grade,False,10,RAND,False
gébia,False,10,RAND,False
raiva,False,10,RAND,False
ramas,False,10,RAND,False
nemeu,False,10,RAND,False
macua,False,10,RAND,False
ambuá,False,10,RAND,False
íleus,False,10,RAND,False
pegas,False,10,RAND,False
nervo,False,10,RAND,False
preia,False,10,RAND,False
chaco,False,10,RAND,False
bufir,False,10,RAND,False
pisar,False,10,RAND,False
tapua,False,10,RAND,False
funar,False,10,RAND,False
blusa,False,10,RAND,False
carió,False,10,RAND,False
fórum,False,10,RAND,False
arval,False,10,RAND,False
toita,False,10,RAND,False
lutsé,False,10,RAND,False
nalgo,False,10,RAND,False
miúça,False,10,RAND,False
sedal,False,10,RAND,False
fórum,False,10,RAND,False
magro,False,10,RAND,False
zunda,False,10,RAND,False
ílium,False,10,RAND,False
cebas,False,10,RAND,False
lunar,False,10,RAND,False
araiú,False,10,RAND,False
gilía,False,10,RAND,False
melca,False,10,RAND,False
mutia,False,10,RAND,False
alafé,False,10,RAND,False
endes,False,10,RAND,False
salão,False,10,RAND,False
sebes,False,10,RAND,False
nátia,False,10,RAND,False
mufuí,False,10,RAND,False
oleré,False,10,RAND,False
disué,False,10,RAND,False
choné,False,10,RAND,False
cuíra,False,10,RAND,False
ecese,False,10,RAND,False
herma,False,10,RAND,False
teína,False,10,RAND,False
tútsi,False,10,RAND,False
perau,False,10,RAND,False
avium,False,10,RAND,False
tarro,False,10,RAND,False
lódão,False,10,RAND,False
glute,False,10,RAND,False
polar,False,10,RAND,False
cúbio,False,10,RAND,False
sefel,False,10,RAND,False
vepre,False,10,RAND,False
mofos,False,10,RAND,False
tógua,False,10,RAND,False
acoli,False,10,RAND,False
pluma,False,10,RAND,False
palós,False,10,RAND,False
untar,False,10,RAND,False
mácea,False,10,RAND,False
fenar,False,10,RAND,False
sáfio,False,10,RAND,False
guiri,False,10,RAND,False
gueja,False,10,RAND,False
mafuá,False,10,RAND,False
cirão,False,10,RAND,False
bouri,False,10,RAND,False
iásis,False,10,RAND,False
azuis,False,10,RAND,False
léops,False,10,RAND,False
fraca,False,10,RAND,False
holão,False,10,RAND,False
mogno,False,10,RAND,False
maita,False,10,RAND,False
nopra,False,10,RAND,False
tilar,False,10,RAND,False
bento,False,10,RAND,False
nozul,False,10,RAND,False
piseu,False,10,RAND,False
molim,False,10,RAND,False
virte,False,10,RAND,False
suare,False,10,RAND,False
calau,False,10,RAND,False
mújio,False,10,RAND,False
areão,False,10,RAND,False
iandu,False,10,RAND,False
lenga,False,10,RAND,False
figle,False,10,RAND,False
alodê,False,10,RAND,False
gélis,False,10,RAND,False
sínus,False,10,RAND,False
alear,False,10,RAND,False
lébia,False,10,RAND,False
vaira,False,10,RAND,False
modos,False,10,RAND,False
ripal,False,10,RAND,False
round,False,10,RAND,False
butre,False,10,RAND,False
gundi,False,10,RAND,False
sujão,False,10,RAND,False
ganso,False,10,RAND,False
lacha,False,10,RAND,False
gazua,False,10,RAND,False
umblo,False,10,RAND,False
píton,False,10,RAND,False
jocos,False,10,RAND,False
baixa,False,10,RAND,False
cuena,False,10,RAND,False
vizir,False,10,RAND,False
pelia,False,10,RAND,False
bulir,False,10,RAND,False
odito,False,10,RAND,False
duipa,False,10,RAND,False
níton,False,10,RAND,False
funco,False,10,RAND,False
tídio,False,10,RAND,False
jósia,False,10,RAND,False
roble,False,10,RAND,False
renge,False,10,RAND,False
ídolo,False,10,RAND,False
ausão,False,10,RAND,False
bosca,False,10,RAND,False
merda,False,10,RAND,False
cavão,False,10,RAND,False
doble,False,10,RAND,False
pirca,False,10,RAND,False
amaro,False,10,RAND,False
pecte,False,10,RAND,False
butau,False,10,RAND,False
selão,False,10,RAND,False
tício,False,10,RAND,False
doilo,False,10,RAND,False
guaco,False,10,RAND,False
peane,False,10,RAND,False
nossa,False,10,RAND,False
imido,False,10,RAND,False
poldo,False,10,RAND,False
gatar,False,10,RAND,False
lácio,False,10,RAND,False
pagel,False,10,RAND,False
azuru,False,10,RAND,False
varal,False,10,RAND,False
madim,False,10,RAND,False
guede,False,10,RAND,False
braga,False,10,RAND,False
sedas,False,10,RAND,False
tereu,False,10,RAND,False
gerém,False,10,RAND,False
bádur,False,10,RAND,False
perde,False,10,RAND,False
golas,False,10,RAND,False
omaha,False,10,RAND,False
azaia,False,10,RAND,False
pipal,False,10,RAND,False
pires,False,10,RAND,False
rapel,False,10,RAND,False
tuque,False,10,RAND,False
ganjá,False,10,RAND,False
vedar,False,10,RAND,False
sujas,False,10,RAND,False
curar,False,10,RAND,False
ivirá,False,10,RAND,False
ganau,False,10,RAND,False
mísio,False,10,RAND,False
versa,False,10,RAND,False
tinta,False,10,RAND,False
cumbé,False,10,RAND,False
fugão,False,10,RAND,False
nonga,False,10,RAND,False
mapão,False,10,RAND,False
lária,False,10,RAND,False
lepto,False,10,RAND,False
ereso,False,10,RAND,False
mosbá,False,10,RAND,False
parol,False,10,RAND,False
ousar,False,10,RAND,False
búteo,False,10,RAND,False
braga,False,10,RAND,False
orica,False,10,RAND,False
fraca,False,10,RAND,False
ruolz,False,10,RAND,False
iaupê,False,10,RAND,False
psolo,False,10,RAND,False
arabá,False,10,RAND,False
paval,False,10,RAND,False
lende,False,10,RAND,False
mimbi,False,10,RAND,False
cisar,False,10,RAND,False
crato,False,10,RAND,False
hombo,False,10,RAND,False
dacoa,False,10,RAND,False
psaro,False,10,RAND,False
mação,False,10,RAND,False
brugo,False,10,RAND,False
detre,False,10,RAND,False
eária,False,10,RAND,False
galar,False,10,RAND,False
octal,False,10,RAND,False
charo,False,10,RAND,False
méroe,False,10,RAND,False
treso,False,10,RAND,False
mogai,False,10,RAND,False
senha,False,10,RAND,False
angaú,False,10,RAND,False
xorca,False,10,RAND,False
vacuá,False,10,RAND,False
skate,False,10,RAND,False
ápage,False,10,RAND,False
fevra,False,10,RAND,False
gêmeo,False,10,RAND,False
adqui,False,10,RAND,False
plebe,False,10,RAND,False
jogos,False,10,RAND,False
delir,False,10,RAND,False
rabdo,False,10,RAND,False
pituã,False,10,RAND,False
jinge,False,10,RAND,False
venta,False,10,RAND,False
bolha,False,10,RAND,False
ótimo,False,10,RAND,False
clipe,False,10,RAND,False
borba,False,10,RAND,False
palor,False,10,RAND,False
olear,False,10,RAND,False
uleia,False,10,RAND,False
parum,False,10,RAND,False
mídia,False,10,RAND,False
groxo,False,10,RAND,False
xabão,False,10,RAND,False
leves,False,10,RAND,False
butiá,False,10,RAND,False
gondo,False,10,RAND,False
copal,False,10,RAND,False
berçô,False,10,RAND,False
sapuá,False,10,RAND,False
mutum,False,10,RAND,False
agmar,False,10,RAND,False
bague,False,10,RAND,False
socar,False,10,RAND,False
sotar,False,10,RAND,False
aigue,False,10,RAND,False
pomal,False,10,RAND,False
velta,False,10,RAND,False
loisa,False,10,RAND,False
sunto,False,10,RAND,False
pempa,False,10,RAND,False
nocar,False,10,RAND,False
gesso,False,10,RAND,False
rabil,False,10,RAND,False
ecoar,False,10,RAND,False
ramar,False,10,RAND,False
codrá,False,10,RAND,False
trepa,False,10,RAND,False
bibói,False,10,RAND,False
polim,False,10,RAND,False
canas,False,10,RAND,False
fofos,False,10,RAND,False
bofes,False,10,RAND,False
puela,False,10,RAND,False
tenaz,False,10,RAND,False
sovéu,False,10,RAND,False
duros,False,10,RAND,False
fumbo,False,10,RAND,False
buril,False,10,RAND,False
íbice,False,10,RAND,False
acoli,False,10,RAND,False
grãos,False,10,RAND,False
revel,False,10,RAND,False
ágaro,False,10,RAND,False
sisão,False,10,RAND,False
rabaz,False,10,RAND,False
acalo,False,10,RAND,False
angor,False,10,RAND,False
nafta,False,10,RAND,False
morbo,False,10,RAND,False
tipis,False,10,RAND,False
bules,False,10,RAND,False
fogos,False,10,RAND,False
clipe,False,10,RAND,False
retal,False,10,RAND,False
matiz,False,10,RAND,False
mijão,False,10,RAND,False
breus,False,10,RAND,False
edono,False,10,RAND,False
jague,False,10,RAND,False
mimbo,False,10,RAND,False
bucha,False,10,RAND,False
parum,False,10,RAND,False
nondo,False,10,RAND,False
apofe,False,10,RAND,False
beéns,False,10,RAND,False
vagão,False,10,RAND,False
páter,False,10,RAND,False
fobia,False,10,RAND,False
gília,False,10,RAND,False
fumos,False,10,RAND,False
ácoro,False,10,RAND,False
tipas,False,10,RAND,False
ebami,False,10,RAND,False
pixéu,False,10,RAND,False
matau,False,10,RAND,False
mafuá,False,10,RAND,False
ladra,False,10,RAND,False
négus,False,10,RAND,False
aceto,False,10,RAND,False
tonca,False,10,RAND,False
ariná,False,10,RAND,False
caama,False,10,RAND,False
aruás,False,10,RAND,False
mogão,False,10,RAND,False
bádur,False,10,RAND,False
pança,False,10,RAND,False
piqui,False,10,RAND,False
adele,False,10,RAND,False
ficha,False,10,RAND,False
nóvea,False,10,RAND,False
lorga,False,10,RAND,False
secas,False,10,RAND,False
alter,False,10,RAND,False
guaiá,False,10,RAND,False
díese,False,10,RAND,False
zague,False,10,RAND,False
curso,False,10,RAND,False
dolce,False,10,RAND,False
halvá,False,10,RAND,False
tripa,False,10,RAND,False
tesas,False,10,RAND,False
bolar,False,10,RAND,False
zacum,False,10,RAND,False
iaera,False,10,RAND,False
solar,False,10,RAND,False
élafo,False,10,RAND,False
chuva,False,10,RAND,False
talpa,False,10,RAND,False
nelma,False,10,RAND,False
papai,False,10,RAND,False
merda,False,10,RAND,False
ácron,False,10,RAND,False
funce,False,10,RAND,False
úrceo,False,10,RAND,False
aquém,False,10,RAND,False
títio,False,10,RAND,False
rijar,False,10,RAND,False
maviá,False,10,RAND,False
oudre,False,10,RAND,False
tésis,False,10,RAND,False
tumba,False,10,RAND,False
eroca,False,10,RAND,False
étego,False,10,RAND,False
vátio,False,10,RAND,False
pacém,False,10,RAND,False
dindo,False,10,RAND,False
bórax,False,10,RAND,False
piúna,False,10,RAND,False
crase,False,10,RAND,False
bojão,False,10,RAND,False
morbo,False,10,RAND,False
gargó,False,10,RAND,False
tapuã,False,10,RAND,False
rumor,False,10,RAND,False
ancil,False,10,RAND,False
migas,False,10,RAND,False
ubira,False,10,RAND,False
jênia,False,10,RAND,False
sucto,False,10,RAND,False
molei,False,10,RAND,False
cuaro,False,10,RAND,False
noise,False,10,RAND,False
rague,False,10,RAND,False
grabe,False,10,RAND,False
covão,False,10,RAND,False
chimu,False,10,RAND,False
piúca,False,10,RAND,False
freni,False,10,RAND,False
brabo,False,10,RAND,False
porco,False,10,RAND,False
ortol,False,10,RAND,False
clima,False,10,RAND,False
lépus,False,10,RAND,False
mongo,False,10,RAND,False
mébia,False,10,RAND,False
abaré,False,10,RAND,False
sonda,False,10,RAND,False
morte,False,10,RAND,False
pruir,False,10,RAND,False
cobre,False,10,RAND,False
login,False,10,RAND,False
tricô,False,10,RAND,False
nagia,False,10,RAND,False
ibira,False,10,RAND,False
calum,False,10,RAND,False
arceu,False,10,RAND,False
ciber,False,10,RAND,False
virar,False,10,RAND,False
alear,False,10,RAND,False
oxale,False,10,RAND,False
códeo,False,10,RAND,False
arife,False,10,RAND,False
oleno,False,10,RAND,False
zonas,False,10,RAND,False
cagar,False,10,RAND,False
nendi,False,10,RAND,False
canje,False,10,RAND,False
anajá,False,10,RAND,False
sabal,False,10,RAND,False
grave,False,10,RAND,False
cerdo,False,10,RAND,False
itobi,False,10,RAND,False
remir,False,10,RAND,False
vapor,False,10,RAND,False
nuíma,False,10,RAND,False
mantô,False,10,RAND,False
gumbo,False,10,RAND,False
sobpé,False,10,RAND,False
uaçaí,False,10,RAND,False
edono,False,10,RAND,False
aveus,False,10,RAND,False
saião,False,10,RAND,False
ajupe,False,10,RAND,False
ambil,False,10,RAND,False
nevão,False,10,RAND,False
haver,False,10,RAND,False
barés,False,10,RAND,False
gague,False,10,RAND,False
lorçá,False,10,RAND,False
tinca,False,10,RAND,False
meloa,False,10,RAND,False
video,False,10,RAND,False
saino,False,10,RAND,False
zoeia,False,10,RAND,False
tolpe,False,10,RAND,False
ótico,False,10,RAND,False
mavua,False,10,RAND,False
zunda,False,10,RAND,False
cafus,False,10,RAND,False
ajame,False,10,RAND,False
tinão,False,10,RAND,False
píxis,False,10,RAND,False
piões,False,10,RAND,False
poiçá,False,10,RAND,False
dogon,False,10,RAND,False
traga,False,10,RAND,False
nagia,False,10,RAND,False
aidro,False,10,RAND,False
pombo,False,10,RAND,False
lalia,False,10,RAND,False
aleli,False,10,RAND,False
códex,False,10,RAND,False
lançó,False,10,RAND,False
saias,False,10,RAND,False
bueno,False,10,RAND,False
surnu,False,10,RAND,False
diore,False,10,RAND,False
tease,False,10,RAND,False
ceniz,False,10,RAND,False
catim,False,10,RAND,False
omalá,False,10,RAND,False
padre,False,10,RAND,False
apará,False,10,RAND,False
padeu,False,10,RAND,False
médon,False,10,RAND,False
calva,False,10,RAND,False
pinho,False,10,RAND,False
fonia,False,10,RAND,False
favas,False,10,RAND,False
sóleo,False,10,RAND,False
palão,False,10,RAND,False
linco,False,10,RAND,False
tuins,False,10,RAND,False
mécum,False,10,RAND,False
zunar,False,10,RAND,False
mexir,False,10,RAND,False
infra,False,10,RAND,False
alcar,False,10,RAND,False
anuiá,False,10,RAND,False
josés,False,10,RAND,False
tinor,False,10,RAND,False
belaz,False,10,RAND,False
álacr,False,10,RAND,False
jaina,False,10,RAND,False
ídolo,False,10,RAND,False
olalá,False,10,RAND,False
teaça,False,10,RAND,False
turca,False,10,RAND,False
arnês,False,10,RAND,False
tralo,False,10,RAND,False
lúmia,False,10,RAND,False
sacuê,False,10,RAND,False
ápoto,False,10,RAND,False
plano,False,10,RAND,False
múnia,False,10,RAND,False
cenda,False,10,RAND,False
élimo,False,10,RAND,False
caras,False,10,RAND,False
patis,False,10,RAND,False
horão,False,10,RAND,False
patel,False,10,RAND,False
àbeça,False,10,RAND,False
xarau,False,10,RAND,False
itapu,False,10,RAND,False
abicô,False,10,RAND,False
acmão,False,10,RAND,False
bejel,False,10,RAND,False
mocha,False,10,RAND,False
cueba,False,10,RAND,False
fonão,False,10,RAND,False
birço,False,10,RAND,False
arval,False,10,RAND,False
volar,False,10,RAND,False
aceso,False,10,RAND,False
quimo,False,10,RAND,False
equeu,False,10,RAND,False
caída,False,10,RAND,False
tirso,False,10,RAND,False
énula,False,10,RAND,False
lótur,False,10,RAND,False
ocoto,False,10,RAND,False
badua,False,10,RAND,False
nóxio,False,10,RAND,False
bioco,False,10,RAND,False
oxilo,False,10,RAND,False
rodim,False,10,RAND,False
raile,False,10,RAND,False
lácar,False,10,RAND,False
ágamo,False,10,RAND,False
túber,False,10,RAND,False
pioca,False,10,RAND,False
duzir,False,10,RAND,False
cúleo,False,10,RAND,False
dônia,False,10,RAND,False
laque,False,10,RAND,False
zorra,False,10,RAND,False
olina,False,10,RAND,False
ilaís,False,10,RAND,False
crase,False,10,RAND,False
error,False,10,RAND,False
avaro,False,10,RAND,False
busca,False,10,RAND,False
calom,False,10,RAND,False
rosca,False,10,RAND,False
tatuí,False,10,RAND,False
mantô,False,10,RAND,False
lírio,False,10,RAND,False
cocas,False,10,RAND,False
chepe,False,10,RAND,False
jambu,False,10,RAND,False
saias,False,10,RAND,False
corca,False,10,RAND,False
cucar,False,10,RAND,False
passa,False,10,RAND,False
livel,False,10,RAND,False
tudro,False,10,RAND,False
nível,False,10,RAND,False
rótia,False,10,RAND,False
pepel,False,10,RAND,False
dabom,False,10,RAND,False
marrã,False,10,RAND,False
acolá,False,10,RAND,False
porme,False,10,RAND,False
asnil,False,10,RAND,False
caapi,False,10,RAND,False
venda,False,10,RAND,False
suiná,False,10,RAND,False
ornis,False,10,RAND,False
chavo,False,10,RAND,False
pelia,False,10,RAND,False
piava,False,10,RAND,False
amado,False,10,RAND,False
úsnea,False,10,RAND,False
símel,False,10,RAND,False
giglê,False,10,RAND,False
nâmia,False,10,RAND,False
riete,False,10,RAND,False
candó,False,10,RAND,False
rombo,False,10,RAND,False
turnê,False,10,RAND,False
eléis,False,10,RAND,False
morto,False,10,RAND,False
tiros,False,10,RAND,False
chira,False,10,RAND,False
velha,False,10,RAND,False
piseu,False,10,RAND,False
ganim,False,10,RAND,False
tinga,False,10,RAND,False
acoli,False,10,RAND,False
antal,False,10,RAND,False
azedo,False,10,RAND,False
íngea,False,10,RAND,False
cauré,False,10,RAND,False
judia,False,10,RAND,False
mania,False,10,RAND,False
bebra,False,10,RAND,False
toxia,False,10,RAND,False
súcio,False,10,RAND,False
tecar,False,10,RAND,False
oniro,False,10,RAND,False
varja,False,10,RAND,False
anuns,False,10,RAND,False
azubo,False,10,RAND,False
salas,False,10,RAND,False
vilro,False,10,RAND,False
murta,False,10,RAND,False
perau,False,10,RAND,False
bolgo,False,10,RAND,False
rítio,False,10,RAND,False
sedão,False,10,RAND,False
vedal,False,10,RAND,False
forra,False,10,RAND,False
nimbo,False,10,RAND,False
jirau,False,10,RAND,False
vozes,False,10,RAND,False
jades,False,10,RAND,False
limpa,False,10,RAND,False
banzé,False,10,RAND,False
délio,False,10,RAND,False
ínope,False,10,RAND,False
atarê,False,10,RAND,False
azuru,False,10,RAND,False
lalar,False,10,RAND,False
lurgo,False,10,RAND,False
pipas,False,10,RAND,False
tonfe,False,10,RAND,False
bosta,False,10,RAND,False
úrico,False,10,RAND,False
mompé,False,10,RAND,False
sisão,False,10,RAND,False
bolim,False,10,RAND,False
faraz,False,10,RAND,False
glute,False,10,RAND,False
ganzé,False,10,RAND,False
imago,False,10,RAND,False
manda,False,10,RAND,False
negra,False,10,RAND,False
funje,False,10,RAND,False
pagel,False,10,RAND,False
deter,False,10,RAND,False
atril,False,10,RAND,False
iatal,False,10,RAND,False
nablo,False,10,RAND,False
puxão,False,10,RAND,False
igala,False,10,RAND,False
faqui,False,10,RAND,False
tarão,False,10,RAND,False
úmido,False,10,RAND,False
sairê,False,10,RAND,False
mongo,False,10,RAND,False
ligeu,False,10,RAND,False
nutum,False,10,RAND,False
grude,False,10,RAND,False
salpa,False,10,RAND,False
peane,False,10,RAND,False
rufes,False,10,RAND,False
chila,False,10,RAND,False
fúsil,False,10,RAND,False
poupa,False,10,RAND,False
dualó,False,10,RAND,False
meato,False,10,RAND,False
lumes,False,10,RAND,False
rupia,False,10,RAND,False
micro,False,10,RAND,False
bojar,False,10,RAND,False
cômio,False,10,RAND,False
rosas,False,10,RAND,False
tiúba,False,10,RAND,False
jejum,False,10,RAND,False
bouba,False,10,RAND,False
maíca,False,10,RAND,False
meaco,False,10,RAND,False
mécia,False,10,RAND,False
lalás,False,10,RAND,False
zunda,False,10,RAND,False
olubó,False,10,RAND,False
tanso,False,10,RAND,False
andás,False,10,RAND,False
pirar,False,10,RAND,False
bravo,False,10,RAND,False
anear,False,10,RAND,False
opsia,False,10,RAND,False
rufar,False,10,RAND,False
nariz,False,10,RAND,False
opiar,False,10,RAND,False
perno,False,10,RAND,False
gogós,False,10,RAND,False
lêneo,False,10,RAND,False
couve,False,10,RAND,False
mijão,False,10,RAND,False
angel,False,10,RAND,False
menos,False,10,RAND,False
hálex,False,10,RAND,False
talhe,False,10,RAND,False
retal,False,10,RAND,False
ajobó,False,10,RAND,False
salmi,False,10,RAND,False
cusso,False,10,RAND,False
orqui,False,10,RAND,False
buíge,False,10,RAND,False
oxeol,False,10,RAND,False
narça,False,10,RAND,False
amame,False,10,RAND,False
cetim,False,10,RAND,False
begbê,False,10,RAND,False
équio,False,10,RAND,False
itati,False,10,RAND,False
zurca,False,10,RAND,False
itauá,False,10,RAND,False
douló,False,10,RAND,False
gaiza,False,10,RAND,False
runtó,False,10,RAND,False
pueri,False,10,RAND,False
jimbe,False,10,RAND,False
colas,False,10,RAND,False
sagai,False,10,RAND,False
rague,False,10,RAND,False
pação,False,10,RAND,False
belas,False,10,RAND,False
rípio,False,10,RAND,False
acará,False,10,RAND,False
ícaro,False,10,RAND,False
salão,False,10,RAND,False
acefe,False,10,RAND,False
apito,False,10,RAND,False
bolco,False,10,RAND,False
galar,False,10,RAND,False
drama,False,10,RAND,False
estio,False,10,RAND,False
justa,False,10,RAND,False
ptise,False,10,RAND,False
hiper,False,10,RAND,False
airão,False,10,RAND,False
cunau,False,10,RAND,False
agror,False,10,RAND,False
bembe,False,10,RAND,False
dinié,False,10,RAND,False
irerê,False,10,RAND,False
tomar,False,10,RAND,False
vorás,False,10,RAND,False
amuso,False,10,RAND,False
jague,False,10,RAND,False
orela,False,10,RAND,False
comua,False,10,RAND,False
fusar,False,10,RAND,False
fanoa,False,10,RAND,False
efues,False,10,RAND,False
sapés,False,10,RAND,False
cufar,False,10,RAND,False
róbor,False,10,RAND,False
merda,False,10,RAND,False
tosar,False,10,RAND,False
babel,False,10,RAND,False
litão,False,10,RAND,False
ogudê,False,10,RAND,False
ácato,False,10,RAND,False
rúmen,False,10,RAND,False
saquê,False,10,RAND,False
trefo,False,10,RAND,False
scone,False,10,RAND,False
écope,False,10,RAND,False
aiucá,False,10,RAND,False
boimé,False,10,RAND,False
oquim,False,10,RAND,False
eruca,False,10,RAND,False
limpa,False,10,RAND,False
goral,False,10,RAND,False
anzol,False,10,RAND,False
pápio,False,10,RAND,False
baxim,False,10,RAND,False
lábio,False,10,RAND,False
guede,False,10,RAND,False
tabaz,False,10,RAND,False
vento,False,10,RAND,False
bolsa,False,10,RAND,False
dobre,False,10,RAND,False
banir,False,10,RAND,False
silfo,False,10,RAND,False
ráfia,False,10,RAND,False
lacno,False,10,RAND,False
balta,False,10,RAND,False
aravo,False,10,RAND,False
sisão,False,10,RAND,False
moral,False,10,RAND,False
ouaru,False,10,RAND,False
açumi,False,10,RAND,False
forro,False,10,RAND,False
copla,False,10,RAND,False
mochi,False,10,RAND,False
grual,False,10,RAND,False
ecoto,False,10,RAND,False
fiaço,False,10,RAND,False
tisco,False,10,RAND,False
afear,False,10,RAND,False
final,False,10,RAND,False
atuns,False,10,RAND,False
taifa,False,10,RAND,False
tapão,False,10,RAND,False
coado,False,10,RAND,False
groxo,False,10,RAND,False
búzio,False,10,RAND,False
pituá,False,10,RAND,False
pujar,False,10,RAND,False
paúra,False,10,RAND,False
tózia,False,10,RAND,False
melgo,False,10,RAND,False
platô,False,10,RAND,False
multi,False,10,RAND,False
zebus,False,10,RAND,False
ósteo,False,10,RAND,False
rigol,False,10,RAND,False
mogno,False,10,RAND,False
deter,False,10,RAND,False
rumpi,False,10,RAND,False
nígua,False,10,RAND,False
tutum,False,10,RAND,False
nório,False,10,RAND,False
lorpa,False,10,RAND,False
paraú,False,10,RAND,False
abrir,False,10,RAND,False
bisar,False,10,RAND,False
bulbo,False,10,RAND,False
fálus,False,10,RAND,False
bibra,False,10,RAND,False
balsa,False,10,RAND,False
sauís,False,10,RAND,False
baire,False,10,RAND,False
sarro,False,10,RAND,False
meniã,False,10,RAND,False
ciena,False,10,RAND,False
cutra,False,10,RAND,False
matau,False,10,RAND,False
turaí,False,10,RAND,False
uongo,False,10,RAND,False
apota,False,10,RAND,False
ricas,False,10,RAND,False
abaci,False,10,RAND,False
doula,False,10,RAND,False
brala,False,10,RAND,False
vedar,False,10,RAND,False
alapi,False,10,RAND,False
vítex,False,10,RAND,False
sanãs,False,10,RAND,False
valos,False,10,RAND,False
gordo,False,10,RAND,False
trude,False,10,RAND,False
horão,False,10,RAND,False
édito,False,10,RAND,False
belfo,False,10,RAND,False
hóssi,False,10,RAND,False
baraú,False,10,RAND,False
legão,False,10,RAND,False
calos,False,10,RAND,False
utana,False,10,RAND,False
lesma,False,10,RAND,False
luxos,False,10,RAND,False
chibo,False,10,RAND,False
aluio,False,10,RAND,False
gavar,False,10,RAND,False
borba,False,10,RAND,False
lutra,False,10,RAND,False
gueli,False,10,RAND,False
horta,False,10,RAND,False
valas,False,10,RAND,False
saguá,False,10,RAND,False
piqué,False,10,RAND,False
colir,False,10,RAND,False
bufos,False,10,RAND,False
cabra,False,10,RAND,False
tinge,False,10,RAND,False
tiúba,False,10,RAND,False
fúcia,False,10,RAND,False
tomás,False,10,RAND,False
tesbi,False,10,RAND,False
ácano,False,10,RAND,False
prece,False,10,RAND,False
iluso,False,10,RAND,False
fular,False,10,RAND,False
causa,False,10,RAND,False
topos,False,10,RAND,False
bendó,False,10,RAND,False
zagão,False,10,RAND,False
gueli,False,10,RAND,False
fando,False,10,RAND,False
mirim,False,10,RAND,False
perua,False,10,RAND,False
bimar,False,10,RAND,False
fosga,False,10,RAND,False
jorim,False,10,RAND,False
sevar,False,10,RAND,False
barsó,False,10,RAND,False
retal,False,10,RAND,False
enito,False,10,RAND,False
araza,False,10,RAND,False
faria,False,10,RAND,False
olhas,False,10,RAND,False
liège,False,10,RAND,False
eichó,False,10,RAND,False
rugir,False,10,RAND,False
volar,False,10,RAND,False
lugre,False,10,RAND,False
inchó,False,10,RAND,False
cegas,False,10,RAND,False
cubiú,False,10,RAND,False
léxis,False,10,RAND,False
pecar,False,10,RAND,False
jipis,False,10,RAND,False
bocoa,False,10,RAND,False
netos,False,10,RAND,False
unhas,False,10,RAND,False
neuma,False,10,RAND,False
babão,False,10,RAND,False
bermã,False,10,RAND,False
trial,False,10,RAND,False
gazia,False,10,RAND,False
xitau,False,10,RAND,False
sotaã,False,10,RAND,False
lábeo,False,10,RAND,False
elepê,False,10,RAND,False
rubim,False,10,RAND,False
úmido,False,10,RAND,False
fusca,False,10,RAND,False
muádi,False,10,RAND,False
morde,False,10,RAND,False
modas,False,10,RAND,False
favar,False,10,RAND,False
cuena,False,10,RAND,False
efuco,False,10,RAND,False
citna,False,10,RAND,False
brear,False,10,RAND,False
manil,False,10,RAND,False
agati,False,10,RAND,False
nóteo,False,10,RAND,False
ausio,False,10,RAND,False
horrá,False,10,RAND,False
abaná,False,10,RAND,False
jetaí,False,10,RAND,False
mango,False,10,RAND,False
nende,False,10,RAND,False
tubal,False,10,RAND,False
lígeo,False,10,RAND,False
milão,False,10,RAND,False
nédio,False,10,RAND,False
tauro,False,10,RAND,False
rajão,False,10,RAND,False
petas,False,10,RAND,False
dotim,False,10,RAND,False
coice,False,10,RAND,False
dieco,True,10,RAND,False
fêmeo,False,10,RAND,False
porme,False,10,RAND,False
forma,False,10,RAND,False
miose,False,10,RAND,False
fanão,False,10,RAND,False
conja,False,10,RAND,False
mantô,False,10,RAND,False
paulo,False,10,RAND,False
agiar,False,10,RAND,False
iveca,False,10,RAND,False
canjo,False,10,RAND,False
chila,False,10,RAND,False
mauês,False,10,RAND,False
vazar,False,10,RAND,False
bobés,False,10,RAND,False
miose,False,10,RAND,False
charo,False,10,RAND,False
casão,False,10,RAND,False
xerox,False,10,RAND,False
tímio,False,10,RAND,False
muele,False,10,RAND,False
aruca,False,10,RAND,False
tanho,False,10,RAND,False
pioia,False,10,RAND,False
lenir,False,10,RAND,False
nifal,False,10,RAND,False
fíala,False,10,RAND,False
flato,False,10,RAND,False
maire,False,10,RAND,False
odedé,False,10,RAND,False
maçal,False,10,RAND,False
géron,False,10,RAND,False
nabos,False,10,RAND,False
boiil,False,10,RAND,False
pence,False,10,RAND,False
tomba,False,10,RAND,False
guiti,False,10,RAND,False
