bucket_key,count
". . . Y . 1 . . 2 2",2
"1 . 2 2 . . 3 Y Y .",2
"Y Y Y . . Y 1 . . .",2
". . Y 1 2 Y 3 Y Y .",2
". . 1 1 . Y . Y Y B2",2
". . 1 2 . Y 3 Y . Y",2
"Y . . . Y . 1 . . 2",2
"1 . 2 2 Y . . . . B3",2
"B1 . . . . . . 2 3 B3",2
"Y . . . 1 Y 2 2 . B3",2
"Y Y . . . 1 2 3 . .",2
". . 1 1 . . Y . Y B2",2
"Y . . Y . . . Y Y 1",2
"Y 1 . 2 . . . . . 3",2
". 1 1 1 . . Y . 2 Y",2
"Y . Y Y 1 2 3 . . Y",2
"1 . . 2 2 . 3 Y Y .",2
"B1 1 1 2 . . 3 . . Y",2
". 1 . 2 2 . . . 3 .",2
"Y . 1 . 2 . 3 . . Y",2
"Y 1 2 . . . . . . B3",2
". . . . 1 1 Y . 2 B2",2
". Y . Y Y 1 2 Y . Y",2
". 1 . . . 2 . . 3 B3",2
"1 1 . Y . . 2 . . B3",2
". . 1 Y . 2 3 3 . Y",2
". Y . . . . . . . 1",2
"Y . Y . . Y Y . 1 1",2
"1 . 2 2 . 3 3 Y . Y",2
". 1 1 1 . Y Y . . .",2
". Y . 1 2 2 2 . . .",2
"Y . . 1 . 2 . Y . Y",2
". 1 . 2 2 . . . 3 B3",2
". . 1 1 . . 2 . . B3",2
"1 . 2 . . . . Y . 3",2
"Y . Y . . . . . . B1",2
"1 . Y Y . . . 2 2 .",2
"B1 1 . 2 Y . . . . .",2
". . Y 1 . 2 . 3 4 .",2
"B1 . 2 2 2 Y 3 . Y .",2
"Y . Y Y 1 2 . . 3 Y",2
"B1 2 . . Y 3 4 . . .",2
". . . 1 2 Y Y Y 3 3",2
". 1 2 . . 3 . . . .",2
"1 1 1 . . . Y Y . Y",2
". Y . Y 1 2 . 3 4 .",2
". . 1 1 . 2 . Y 3 Y",2
"B1 . . 2 Y . 3 . . Y",2
"Y 1 1 2 Y . Y . . .",2
"1 1 1 2 . 3 3 . . Y",2
"Y 1 . . . . . 2 . .",2
"1 . . . . 2 . Y . .",2
". . Y 1 . . 2 Y . .",2
". . . 1 . Y . 2 3 3",2
"1 . 2 . . . . . . Y",2
"1 . . . Y . Y 2 2 B2",2
"1 . . . . . 2 2 . Y",2
"1 . . . 2 2 . . 3 B3",2
". . 1 2 . . Y . 3 B3",2
". . 1 1 . 2 . 3 4 .",2
"Y . Y Y 1 . . . 2 3",2
". . . 1 . 2 . 3 4 Y",2
"1 . . . . 2 . 3 3 B3",2
". Y . . . 1 2 . . B3",2
". . 1 . . 2 3 Y . .",2
". . 1 1 . Y . . Y B2",2
". . . 1 1 Y 2 . . Y",2
"1 . . . 2 3 . . 4 B4",2
"Y Y Y . 1 . 2 2 . 3",2
"Y . Y . 1 . 2 3 . .",2
"B1 1 2 . Y . 3 . . Y",2
"Y . Y Y . . . Y 1 B2",2
"1 . . . . 2 2 Y . Y",2
". . . 1 2 . . . 3 B3",2
"B1 . . . . 2 3 . . .",2
". . . 1 . . . 2 2 B2",2
"Y . . . . . Y 1 2 Y",2
"B1 . . 2 . Y Y . . Y",2
". . . Y . Y 1 2 3 .",2
". . Y . . . 1 1 2 Y",2
"Y . . Y . . . . 1 B2",2
". Y . . Y . 1 . . 2",2
". . Y Y . Y 1 1 2 2",2
"Y . Y . . 1 2 Y . B3",2
". Y . . . 1 2 . . 3",2
"Y . . Y . 1 . . 2 2",2
"Y . 1 2 . . . Y . Y",2
". . . . 1 2 Y . . .",2
". 1 2 2 Y . . . Y .",2
". . . . 1 2 . 3 3 B3",2
"Y Y . . . 1 . 2 3 .",2
"1 . 2 . . . . Y 3 B3",2
"1 Y 2 2 . . . Y . .",2
"1 . 2 2 2 Y 3 . Y .",2
". . 1 2 . . 3 . . B4",2
"1 Y . . . 2 2 . . .",2
". . 1 1 . Y . . Y .",2
". . . . . . . 1 1 .",2
"Y 1 1 . . 2 3 . . Y",2
"Y . . . . Y . 1 1 .",2
"1 1 1 1 . . Y . . B2",2
"1 . 2 . . 3 4 Y . .",2
"1 1 2 2 . Y . . . .",2
"Y . Y 1 1 . 2 . . Y",2
". Y . Y 1 1 2 Y . .",2
". 1 . Y Y . Y . 2 2",2
"Y . . Y 1 2 . . . .",2
". . 1 1 Y . . . Y B2",2
"Y . . Y . . Y . 1 1",2
". . . 1 1 1 Y . 2 .",2
". Y . . 1 Y Y Y 2 2",2
"1 Y 2 2 . Y . . . .",2
". . . . 1 . 2 . . B3",2
". Y . Y . 1 2 Y . B3",2
". . . 1 1 1 Y . 2 Y",2
"1 1 Y Y . . . . . Y",2
"Y . Y . Y . Y . . B1",2
"Y Y . . . Y Y Y . 1",2
". Y . 1 2 Y 3 . Y .",2
"1 . . . . 2 . 3 3 .",2
"1 . . 2 Y . 3 . . B4",2
"Y . 1 2 . 3 Y . 4 Y",2
". . Y . Y Y Y . 1 1",2
"Y Y . . . Y 1 . 2 .",2
". 1 . . . 2 . 3 4 B4",2
". . . 1 . 2 . . 3 Y",2
". . . 1 2 2 3 Y Y .",2
"Y . Y Y 1 . 2 . 3 4",2
"Y . . 1 . 2 . 3 4 .",2
"1 . 2 . . . 3 Y . Y",2
"B1 1 . 2 . Y . . . Y",2
"B1 1 2 . Y 3 4 . . Y",2
". . . . . 1 2 . 3 Y",2
". 1 . . 2 2 2 2 2 B2",2
"B1 2 . . . Y 3 . . .",2
"Y Y Y 1 . . 2 Y . Y",2
". . Y Y . 1 2 Y . Y",2
"B1 . 2 . 3 Y 4 Y . Y",2
"Y Y 1 2 . . 3 . . Y",2
"1 2 . . . Y . . 3 B3",2
". . . 1 . 2 Y 3 4 .",2
". . 1 1 . Y . . . Y",2
"Y . . . 1 Y Y . 2 2",2
"Y . . 1 2 . . Y Y .",2
". . 1 1 . 2 Y . 3 Y",2
"Y Y 1 . . . 2 Y . Y",2
". 1 1 1 . . 2 . . .",2
". Y . . . 1 1 . . .",2
". . . . . 1 2 Y 3 Y",2
"1 1 . . Y . 2 . . B3",2
"Y . Y 1 . 2 3 . . Y",2
"B1 . . . 2 Y 3 . . .",2
". . 1 1 Y . Y . . .",2
"Y . Y . Y 1 . 2 . .",2
"Y 1 1 . . Y . . . B2",2
"Y 1 . 2 . 3 . 4 . .",2
"B1 . . . . 2 . . 3 B3",2
". . . . 1 1 1 1 1 .",2
". . 1 1 . Y Y . Y .",2
"Y . . . . Y Y . . B1",2
". . . 1 . 2 . 3 . .",2
"Y . 1 2 . . . 3 . .",2
". . 1 2 2 . . . 3 B3",2
"Y Y . . 1 . 2 2 3 .",2
". . . Y . 1 . 2 2 B3",2
"Y . . . 1 Y . . 2 2",2
"Y . Y Y Y Y Y . . 1",2
"1 1 . . . . 2 . . 3",2
". . . . 1 2 3 Y . .",2
"1 2 . . . Y Y Y . .",2
"B1 . 2 . 3 Y 4 . . .",2
". . 1 1 Y . . . Y .",2
"1 1 2 . . Y 3 . . .",2
". Y 1 . . . 2 . . 3",2
"Y . Y Y . 1 2 . . Y",2
". . 1 . . 2 Y 3 3 .",2
"Y . Y 1 . 2 . Y 3 Y",2
"Y . . Y . 1 . 2 2 .",2
"Y . . 1 1 . 2 . Y Y",2
"B1 . 2 3 . Y Y . . Y",2
"1 1 1 . . 2 . . . .",2
"B1 . Y . 2 2 . . 3 B3",2
". . . . 1 Y Y Y 2 B2",2
". . . . 1 . 2 2 . .",2
"Y . Y Y 1 . 2 3 . Y",2
"Y 1 1 Y . . . . . B2",2
"Y 1 . . 2 Y 3 3 . .",2
". 1 . 2 3 Y 4 . . .",2
"Y . 1 1 . . . 2 2 Y",2
". Y . . Y 1 2 . 3 Y",2
"Y Y . . 1 . 2 2 3 Y",2
". Y . 1 1 . . . 2 B3",2
"B1 . 2 2 . Y . Y . B3",2
"1 1 . . . 2 . Y . .",2
"1 . 2 2 . . . . . B3",2
"Y . Y Y . 1 . 2 . Y",2
". Y . Y Y 1 2 Y . .",2
"B1 . . . 2 3 4 . . .",2
"1 . . 2 3 3 . Y 4 .",2
". . 1 2 . . . . . .",2
"1 . 2 2 . . 3 Y . .",2
"1 . 2 3 . Y Y . . Y",2
"B1 . . Y Y . Y . 2 2",2
"1 . 2 2 . Y Y Y . B3",2
". . . 1 . Y Y 2 3 3",2
"1 Y 2 2 . . . Y Y B3",2
". . 1 1 1 Y 2 . Y Y",2
". . . . . . Y Y 1 1",2
"1 . 2 3 . Y . . Y Y",2
"Y 1 . . . 2 . . . 3",2
". Y . 1 . . 2 2 . .",2
"Y 1 1 2 . . . . Y Y",2
"1 . 2 2 . . Y Y . Y",2
"1 Y Y . . 2 2 . . Y",2
"B1 . 2 . . 3 4 . . .",2
"B1 1 1 2 . Y . . . B3",2
"1 . Y 2 2 Y 3 Y Y Y",2
"Y . Y Y 1 . . . 2 2",2
". . . . . Y 1 1 . .",2
"Y . . . . 1 2 . 3 .",2
"1 1 Y 2 . . . . Y Y",2
"Y . . Y 1 2 3 Y . Y",2
". . . 1 . . . . 2 2",2
"Y . . . 1 Y . Y 2 2",2
". . . . . 1 Y 2 2 2",2
"1 2 . Y . . 3 . . .",2
"1 2 Y . . Y 3 . . .",2
". Y . Y 1 Y . . 2 2",2
"1 . . . 2 2 . 3 3 .",2
". . . . . 1 . 2 3 Y",2
"Y . Y . . 1 . . 2 Y",2
". Y 1 1 . 2 . . 3 .",2
". . . . . . 1 1 . Y",2
". . 1 . . 2 2 Y . Y",2
"Y . 1 1 . . Y . . .",2
". Y . . 1 Y 2 2 3 B3",2
"1 . . 2 . Y . Y . Y",2
"B1 2 . . . Y Y . . .",2
". 1 1 2 Y Y 3 . . Y",2
"Y . Y . . . 1 . 2 Y",2
"Y Y Y . . Y Y . . 1",2
". . . 1 . 2 2 . 3 Y",2
"Y . . . 1 2 3 Y . .",2
"1 . 2 3 . . . Y . .",2
"1 2 Y . 3 Y 4 . . .",2
"1 2 2 2 2 . 3 . Y .",2
". . . . . 1 2 Y . Y",2
"1 Y . . . . . 2 2 .",2
"1 2 . . . . Y . 3 B3",2
". . 1 2 . Y 3 . . Y",2
". . . Y 1 2 . Y 3 .",2
"1 . . 2 . . Y Y . .",2
". . . Y 1 2 3 Y Y Y",2
". 1 . 2 . 3 . . 4 B4",2
"1 . . 2 . . Y . . .",2
"Y Y . . 1 2 3 . . Y",2
"1 . . 2 . . . . 3 Y",2
". . . . Y . 1 1 . Y",2
". Y 1 2 . . 3 . . Y",2
"B1 . 2 Y . . . Y . Y",2
". . . Y . . . Y Y 1",2
"1 1 1 . . 2 . . . 3",2
". 1 . Y . 2 . . 3 B3",2
". . 1 Y . 2 2 . Y Y",2
"Y . Y . . . 1 1 . Y",2
"Y . 1 2 . Y . 3 . Y",2
". Y . . Y Y Y . 1 1",2
". . Y . 1 Y Y . 2 2",2
"1 1 1 2 . Y . Y . .",2
"1 . . . 2 . . . . .",2
". . . Y Y . Y Y 1 1",2
"Y . Y Y 1 2 3 Y . Y",2
". . . 1 . 2 3 Y Y .",2
"Y . 1 . 2 Y 3 . . Y",2
". . . Y . 1 2 Y Y Y",2
"Y Y . Y Y Y Y . . 1",2
". . 1 Y . . 2 2 . Y",2
"Y . . . . Y . Y 1 1",2
"1 . 2 2 . . . Y 3 Y",2
". Y . 1 1 . 2 . . .",2
". . 1 2 . Y . . . .",2
"1 . . . 2 Y 3 Y . .",2
". . Y 1 . . . 2 3 Y",2
". . Y . . Y 1 1 2 2",2
"Y . Y Y Y . Y Y . 1",2
"Y . 1 2 . . 3 Y . .",2
"Y Y . Y . Y . . . 1",2
". . . . 1 2 2 . . Y",2
"B1 . 2 . Y . 3 Y . Y",2
"Y Y . 1 . . . 2 . .",2
"Y . . . Y Y 1 . . .",2
". 1 . . . 2 . 3 . .",2
". . 1 1 . Y Y . . .",2
"Y Y Y Y . . . Y 1 1",2
". Y . . Y . Y . . 1",2
". . . 1 Y Y Y 2 2 .",2
". 1 2 . . Y 3 Y . .",1
". 1 . 2 . 3 . . . B4",1
"1 2 . . . . . Y 3 B3",1
"Y . . . 1 1 . . 2 .",1
". Y . . 1 Y 2 2 . .",1
"B1 . Y . 2 . 3 3 4 B4",1
". . Y . . . 1 1 . Y",1
". Y Y . . . Y 1 . .",1
"Y . 1 1 . Y Y 2 . Y",1
"Y Y . . . 1 . . . B2",1
"Y 1 . 2 . . . 3 . .",1
". . Y . . 1 1 . 2 .",1
"Y . Y 1 1 . 2 2 . B3",1
". . 1 1 Y Y 2 . Y .",1
"B1 1 1 2 . . 3 Y . Y",1
"Y 1 Y . 2 2 . 3 . .",1
". . . 1 1 1 . . . .",1
"Y Y . . 1 Y 2 2 . B3",1
"Y . . . Y 1 . 2 3 .",1
"Y 1 . 2 3 . . Y 4 Y",1
"1 . Y . . . 2 2 . .",1
"Y 1 2 . . 3 . Y . B4",1
". . . Y 1 2 . 3 4 Y",1
"1 1 . . 2 3 Y . . B4",1
". Y 1 2 . . . . . Y",1
". . . . . . 1 2 . .",1
". . . 1 . . . . 2 3",1
". . Y . 1 Y 2 2 3 B3",1
". 1 2 2 . Y Y . . .",1
"B1 1 . 2 Y Y . . . .",1
"1 Y . . 2 2 . . 3 B3",1
". 1 1 2 . . Y . . B3",1
"B1 1 2 . Y 3 3 . . Y",1
"B1 . Y . 2 . 3 3 . 4",1
". . Y . . Y 1 1 . .",1
". . 1 2 Y . . . . .",1
"1 1 2 . . . . Y . Y",1
". Y . 1 1 . . . 2 Y",1
"1 2 2 2 . . Y . . Y",1
"B1 . 2 . . . . 3 . B4",1
"Y . 1 1 . . . . Y .",1
". . 1 1 . . . . . B2",1
"Y 1 . . 2 Y 3 . . Y",1
"B1 . . 2 . Y . Y . Y",1
"B1 . Y . 2 2 3 . . Y",1
"1 . . . . . 2 . . 3",1
"Y . . . . . . 1 1 .",1
". Y Y 1 . . 2 Y . .",1
". . Y . . 1 . . 2 .",1
"B1 . . . 2 Y . . 3 B3",1
". . 1 2 3 . 4 . Y Y",1
"1 Y . Y 2 2 3 . . .",1
"1 . . 2 . . . Y . Y",1
"B1 1 1 1 . 2 . . . Y",1
"Y 1 1 . . Y . . . Y",1
". . . Y 1 2 . . . B3",1
"Y . Y . 1 . 2 Y . Y",1
". . . Y 1 2 Y Y 3 .",1
"B1 1 1 2 . . . . 3 Y",1
"B1 2 . 3 . . . . . Y",1
"Y 1 2 . . 3 . Y . .",1
"1 . . . Y . . 2 2 .",1
"Y . . . 1 . 2 2 . Y",1
"Y . Y Y 1 . 2 3 4 .",1
"Y . Y . 1 2 . 3 . .",1
"B1 1 2 2 Y . . . . .",1
". . Y . . . Y 1 . .",1
"Y . . . Y . . . . B1",1
". . . . 1 2 Y 3 4 .",1
". . Y . 1 Y 2 2 3 3",1
"Y 1 Y . . . Y Y 2 2",1
"B1 . . 2 Y . Y . . .",1
"1 . 2 . . 3 . . . .",1
". Y 1 1 2 Y 3 Y Y .",1
"Y . . . Y . 1 . . .",1
"B1 1 . 2 3 . . Y 4 Y",1
"1 1 . 2 Y 3 3 Y . Y",1
". . 1 1 Y . . Y Y B2",1
"1 . . . . 2 . 3 . .",1
"Y . . 1 1 . . . 2 .",1
"1 1 . . Y . 2 . . .",1
". . . . 1 1 1 1 1 B1",1
"B1 1 . . 2 . 3 3 . B4",1
". . . Y 1 . 2 3 . .",1
"Y 1 2 . . Y . Y . .",1
"1 . 2 3 . Y . Y . Y",1
". 1 2 . . 3 3 . . .",1
". . 1 . . . 2 3 3 B3",1
"1 Y 2 2 . Y Y Y . Y",1
". . 1 . 2 2 Y Y 3 .",1
"Y . . 1 Y . . . 2 B3",1
". . . . . Y 1 2 3 .",1
"B1 1 2 . . Y 3 . . Y",1
"1 2 . 3 . Y 4 . Y .",1
". Y . 1 . 2 2 . . Y",1
". . . . 1 1 . Y 2 Y",1
". 1 1 2 Y Y . . . .",1
"B1 . . . 2 2 . Y 3 Y",1
"1 Y 2 2 . . . Y . B3",1
"Y . . . 1 2 . . 3 .",1
"1 . . . . . 2 2 3 Y",1
"1 . 2 . . 3 . Y . B4",1
"B1 1 1 1 1 . 2 . Y .",1
"1 . . . . 2 Y . . Y",1
"Y Y . . . . 1 1 . 2",1
"Y . Y Y . Y . Y . 1",1
"B1 . . 2 . 3 4 . . .",1
". Y . 1 . 2 . . Y .",1
"Y . . Y Y 1 2 . . Y",1
"1 1 . . . . 2 2 . B3",1
". . . Y 1 Y 2 2 3 .",1
"Y . . 1 2 Y 3 Y Y Y",1
"Y . Y Y . . . 1 1 2",1
"Y . Y . Y 1 2 3 . .",1
". 1 . 2 Y . . . . .",1
"Y Y . . 1 . . . 2 .",1
"1 1 1 . . . . . . Y",1
"1 1 1 2 . . . Y . .",1
". Y Y . Y 1 . . . B2",1
"Y Y . . . . Y 1 . 2",1
"Y . Y Y . Y 1 2 . .",1
". . . . . . 1 2 2 Y",1
". . . . . Y . 1 1 1",1
"Y . . Y 1 . . . 2 3",1
"Y . . . Y . 1 2 3 .",1
". 1 1 . Y Y 2 . . Y",1
"1 1 1 1 . . . . Y .",1
"Y . Y . . 1 2 . . B3",1
"1 . . . 2 2 . . . B3",1
"Y 1 . . . 2 Y . . B3",1
"1 . . . 2 2 Y . 3 .",1
"1 1 2 2 . . . Y Y B3",1
"1 1 . 2 Y . . 3 4 B4",1
"1 . . . 2 . . Y . B3",1
"1 . . 2 2 . . . 3 .",1
"B1 2 . . . 3 3 . . .",1
"Y . Y . 1 . . 2 3 Y",1
". . . Y Y . . Y Y 1",1
"1 1 Y . . Y . Y . Y",1
"1 1 . . 2 3 Y . . Y",1
"Y . . . 1 1 . Y . Y",1
"Y . . . . 1 1 . . 2",1
"Y . . . . Y . 1 2 .",1
". Y . . . Y 1 1 . .",1
"B1 . . . 2 . 3 Y . Y",1
". . . Y 1 . 2 . . B3",1
"Y Y 1 2 . Y 3 . . .",1
"Y . Y Y . 1 . 2 3 4",1
"Y . Y . . . 1 . . B2",1
". Y 1 1 . . . Y 2 .",1
"B1 . 2 2 . . 3 Y . .",1
"B1 1 . 2 . . . . 3 .",1
"Y 1 1 Y . Y . 2 . .",1
". Y Y . 1 Y 2 2 . B3",1
". 1 1 Y . 2 . . . B3",1
". . Y Y . . . 1 1 2",1
". Y . Y 1 2 . . 3 .",1
"Y . 1 2 . . Y . 3 Y",1
". 1 2 Y . . 3 Y . .",1
"1 2 . 3 . Y 4 . . Y",1
". . 1 1 1 . . . 2 B2",1
"1 2 . 3 3 . 4 Y Y .",1
". 1 . Y . . 2 2 . .",1
"B1 1 2 . Y Y 3 . . Y",1
"1 1 Y . . Y Y . . .",1
"1 1 . Y Y . . Y . Y",1
"1 . Y . . 2 2 Y . B3",1
". . 1 1 . . . Y . B2",1
"Y . 1 2 Y Y Y Y . .",1
"B1 2 . . . 3 . 4 4 B4",1
"Y . . Y 1 2 . . . 3",1
". . . 1 . 2 3 3 3 .",1
"1 1 . 2 Y . . Y . Y",1
". . Y Y . . 1 1 2 .",1
". . Y . . 1 . 2 . .",1
". Y . . Y 1 2 . . Y",1
"B1 . . . . 2 . Y . .",1
". . 1 1 . . Y Y . .",1
". 1 . Y . Y . . 2 B2",1
"B1 2 2 2 . Y . Y . Y",1
"Y . Y Y Y 1 2 Y . .",1
". 1 1 1 . . 2 . Y B3",1
"1 . . . . Y 2 2 . .",1
". 1 1 1 Y . Y . . .",1
"B1 . . 2 . . Y . . Y",1
". . . Y 1 2 3 Y Y .",1
"Y . . . 1 2 Y Y 3 .",1
". 1 . . 2 2 Y . 3 .",1
"Y . . . Y 1 1 2 3 .",1
"Y . Y 1 1 2 3 . . .",1
"B1 2 . Y . . . . . Y",1
". . Y Y . Y . Y 1 B2",1
"B1 . 2 3 . . . . . Y",1
". . . 1 2 Y . . 3 Y",1
"Y Y 1 2 . . . Y . .",1
"Y . 1 1 . . 2 Y . .",1
"B1 1 1 1 . . 2 . Y Y",1
"Y Y Y . Y . 1 2 . .",1
". 1 . Y . 2 . 3 3 B3",1
"1 . . . Y 2 2 Y . .",1
"1 1 Y . . . . . . Y",1
". 1 . 2 . . . 3 . .",1
"Y Y Y . 1 . 2 2 3 B3",1
". . . 1 . . . 2 Y .",1
". Y . Y Y Y . . 1 B2",1
". . 1 1 1 . 2 Y . .",1
"1 Y 2 2 Y 3 . . 4 Y",1
"Y . 1 1 . . . Y Y .",1
"Y 1 1 Y Y . 2 . . .",1
"1 . 2 . 3 4 . . . .",1
"1 1 1 2 . Y . Y . B3",1
"Y . Y Y Y . Y . . 1",1
"B1 1 1 2 . . 3 . . .",1
"1 2 Y . . Y 3 Y . Y",1
"1 Y . . . 2 2 . . B3",1
"Y Y . . . 1 . . . 2",1
"1 2 . Y Y . . . . .",1
"1 . 2 Y . . . Y . .",1
"Y . . 1 1 . 2 . . 3",1
". . . . 1 2 . 3 3 .",1
". . Y . Y 1 2 . . B3",1
"B1 . 2 Y . . 3 . . .",1
". 1 1 1 . . Y . Y B2",1
"B1 . 2 3 . . . Y . Y",1
"1 . . . . . Y 2 2 B3",1
". Y . 1 . 2 . . . B3",1
". Y . . 1 2 3 Y . Y",1
"1 . 2 . . . . Y . Y",1
". 1 . . 2 Y 3 3 4 Y",1
"B1 1 1 2 . . . . 3 B3",1
". . . . 1 2 Y 3 4 B4",1
"1 . . 2 Y Y . 3 3 Y",1
". 1 . Y . . . . 2 2",1
"B1 . . 2 . . . 3 3 B3",1
". . Y Y 1 2 . . 3 4",1
". Y 1 1 . 2 . Y 3 .",1
"Y . 1 1 . . . . 2 Y",1
". . . . 1 2 2 . . .",1
". 1 . Y . Y . . 2 B3",1
". 1 1 1 . . Y . . Y",1
"Y . Y . 1 1 . . 2 .",1
"Y Y . Y Y . Y Y . 1",1
"Y . . Y Y . 1 2 . .",1
"Y . . 1 1 1 . 2 3 .",1
"1 2 . Y . . Y . . .",1
"Y Y 1 2 . 3 4 . . Y",1
"1 Y . . . . Y 2 2 B3",1
". . . . 1 2 . 3 4 .",1
". 1 2 Y 3 Y 4 . . .",1
"B1 . . 2 2 Y 3 . Y .",1
"Y Y 1 2 . . . . . .",1
". . . 1 2 Y . Y 3 .",1
". . 1 2 2 Y 3 . Y Y",1
". . Y 1 . . 2 . Y Y",1
". 1 . 2 . . Y . . Y",1
"Y Y . . 1 2 . . . Y",1
"1 Y . . 2 2 . . . Y",1
"Y . Y 1 1 . 2 . . .",1
". . . Y Y . Y 1 1 .",1
"Y . Y . Y 1 1 . 2 .",1
"1 . . . 2 . 3 Y . B4",1
"Y Y Y . . 1 2 Y . B3",1
"1 1 2 Y . . . . . 3",1
". . 1 . . . Y 2 2 Y",1
"B1 1 2 . . Y 3 . . .",1
"Y . . 1 2 . . 3 Y .",1
". . . Y . . . 1 1 B2",1
"Y . . 1 Y Y . Y 2 2",1
"Y . Y . 1 . 2 . 3 Y",1
"1 . . Y 2 . Y . 3 3",1
". . . . 1 2 . . . B3",1
"Y . . 1 1 2 . . 3 .",1
"1 . 2 2 . Y . Y Y B3",1
"1 1 2 Y . . . . . Y",1
"B1 . 2 2 . . 3 Y . Y",1
"1 1 Y 2 . . . . Y B3",1
". . . 1 2 . Y . 3 B3",1
"1 2 3 . . Y 4 . . .",1
"Y . Y 1 1 . . . 2 B2",1
". . . 1 1 1 1 . Y .",1
". 1 . Y 2 . . . 3 3",1
"Y . Y 1 . 2 Y . 3 Y",1
". . 1 2 . 3 4 Y . Y",1
". Y . 1 2 2 3 Y . Y",1
"B1 1 2 2 Y . . . . B3",1
". . Y Y Y Y Y Y . 1",1
"1 . 2 . . 3 . . 4 B4",1
". 1 Y Y . . . Y 2 B2",1
"Y Y . . Y . . 1 1 B2",1
"Y Y Y . 1 . 2 . . Y",1
". 1 . 2 . Y Y . 3 3",1
"1 . 2 2 . Y Y . Y B3",1
". . . . 1 . . . . 2",1
"Y 1 . . . Y 2 2 . .",1
". Y . . Y . . . 1 1",1
". . . 1 2 2 2 Y . .",1
"B1 . 2 . . . . Y . 3",1
"1 . Y Y . 2 2 Y . B3",1
". . Y . 1 . 2 . . Y",1
"Y Y . 1 . Y . 2 2 .",1
"B1 1 . 2 2 2 . . 3 .",1
"B1 1 1 2 . . . 3 . .",1
". . Y . . . 1 1 2 B2",1
". 1 1 2 . . Y . Y Y",1
"Y . Y . . Y Y 1 2 .",1
". . . 1 . . 2 2 2 B2",1
". . 1 2 . 3 4 . . B5",1
"1 . . 2 2 2 . . 3 .",1
". 1 1 . . . 2 2 . .",1
". . 1 1 Y Y . . Y .",1
". . . 1 1 . 2 3 4 B4",1
"1 Y . . 2 2 2 . . .",1
". 1 . Y . 2 2 Y . .",1
"B1 . 2 . . 3 3 . . B4",1
"1 2 . . . . 3 3 3 Y",1
"Y . . Y . 1 2 . . B3",1
"1 . 2 . 3 Y 4 . . .",1
"B1 1 . . . . 2 . . Y",1
"Y Y . . 1 Y 2 2 3 B3",1
"Y . Y 1 1 2 . . . .",1
". 1 . . Y Y Y . 2 2",1
"Y . 1 2 Y Y . Y . .",1
". . 1 . . . 2 3 . Y",1
"1 . . . 2 2 Y Y 3 B3",1
"1 Y . Y . . . . 2 B3",1
". . . 1 Y 2 . 3 4 B4",1
". Y . Y . 1 2 Y Y .",1
". . Y . 1 1 2 Y . .",1
"1 1 . . Y Y . Y . .",1
"B1 2 2 2 . Y Y . . .",1
". Y . . 1 . 2 . 3 Y",1
"1 . . . Y . . Y 2 B2",1
". . . Y Y Y . . . 1",1
". . . . . 1 1 Y . B2",1
"B1 1 . 2 . Y 3 . . .",1
". . Y 1 1 Y 2 . . .",1
"Y 1 . 2 3 Y . Y . .",1
"1 . 2 . Y . . Y . .",1
"Y . . . Y . 1 1 2 .",1
". Y 1 2 . 3 4 Y . Y",1
". . 1 Y 2 . Y . 3 3",1
"Y Y 1 . . 2 . Y . .",1
"1 1 . 2 2 Y 3 . Y Y",1
"Y . Y 1 . 2 . 3 Y Y",1
"Y . Y . 1 2 Y . . .",1
"B1 1 2 2 2 . 3 . . .",1
"B1 2 2 3 Y Y . Y . .",1
"Y . . . . Y Y 1 2 .",1
"B1 1 1 2 . 3 . . 4 Y",1
". 1 2 2 . 3 3 . . Y",1
"Y 1 . 2 Y . . . . .",1
"Y 1 . . 2 Y 3 Y . Y",1
"1 . Y . . . 2 2 3 .",1
". Y . . 1 . 2 2 . 3",1
"1 . 2 2 Y Y . . . Y",1
"1 1 . 2 Y . 3 Y . .",1
"1 . . Y Y . . Y 2 B2",1
". 1 . 2 3 3 3 . . Y",1
"B1 . . . . 2 . 3 3 B3",1
"1 . . 2 3 . . Y . B4",1
"1 2 2 2 . Y Y . . Y",1
"1 . 2 2 Y . . Y Y .",1
". 1 . 2 . . 3 . Y Y",1
". 1 . . . 2 3 Y . Y",1
"Y . Y Y . 1 2 Y . Y",1
"B1 1 2 . Y Y 3 . . B4",1
"B1 1 . 2 . . 3 Y . .",1
". 1 Y Y . 2 . 3 3 4",1
"Y . Y . . . Y Y . 1",1
"B1 . . . 2 2 2 . . Y",1
". 1 . 2 2 . . 3 3 .",1
"B1 . . . . . 2 Y . B3",1
"B1 1 . 2 . . 3 . Y Y",1
". 1 . 2 . . 3 . . B4",1
"1 2 2 2 Y Y . Y . .",1
". 1 1 Y 2 Y 3 . . .",1
"Y . . . Y Y Y 1 . .",1
"B1 2 2 . . 3 . . . B4",1
"B1 1 . 2 . . . 3 4 .",1
". . Y . . 1 . 2 3 .",1
"Y 1 2 . . 3 4 . . Y",1
"B1 2 . . . 3 4 Y . .",1
"B1 2 . 3 Y Y 4 . . .",1
". . . Y 1 . 2 . Y Y",1
"1 2 . . . . 3 3 . .",1
"1 . 2 . Y 3 3 . . Y",1
". 1 Y Y . . . . 2 B2",1
"B1 2 . 3 . 4 4 Y . .",1
"Y 1 1 . Y . Y . . .",1
"Y Y 1 2 . . 3 Y . .",1
